fold,model,approach,level,wmape,mape,pinball_loss,bias,wrmsse
holdout,lgbm_global,bottom_up,category,0.09852601112360732,0.0982515471630501,76.41190657334884,-0.066932623695475,0.5963347400851803
holdout,lgbm_global,bottom_up,store,0.08606381598399362,0.08559542023214917,200.24053114454446,-0.06693262369547516,0.5708482600290467
holdout,lgbm_global,bottom_up,state,0.06931751025123238,0.06520848864885588,645.1108360291926,-0.0669326236954756,0.511959399109155
holdout,lgbm_global,bottom_up,total,0.06931751025123238,0.06520848864885588,645.1108360291926,-0.0669326236954756,0.511959399109155
holdout,lgbm_global,bottom_up,item,0.7266769512444322,0.5682588009922727,0.5545176209413811,-0.06693262369547491,0.8091260908468578
holdout,lgbm_local,bottom_up,department,0.13530913761983954,0.14569374060319024,44.97389238095138,-0.09436785620345987,0.728239612222571
holdout,lgbm_local,bottom_up,category,0.12234242739263584,0.11678260262760935,94.88274238723218,-0.09436785620345983,0.6944899315481684
holdout,lgbm_local,bottom_up,store,0.11089548196880801,0.11161132042073071,258.01517115037353,-0.0943678562034594,0.6817320689293127
holdout,lgbm_local,bottom_up,state,0.0943678562034613,0.09030546213667255,878.2445645992486,-0.0943678562034613,0.6450663233474719
holdout,lgbm_local,bottom_up,total,0.0943678562034613,0.09030546213667255,878.2445645992486,-0.0943678562034613,0.6450663233474719
holdout,lgbm_local,bottom_up,item,0.7340864028779269,0.5759523238158164,0.5601716760001657,-0.09436785620345989,0.8221712361947109
holdout,sarima,direct,department,0.08601835454414823,0.12069599739491133,28.590679743478148,-0.02605857535040537,0.5305249357697226
holdout,sarima,direct,category,0.06900270713076276,0.07966374828191505,53.51509058830301,-0.02790588038906966,0.46627891207390004
holdout,sarima,direct,store,0.05781713501924524,0.055729792826454926,134.5203404374109,-0.026826299797658975,0.4243886916296198
holdout,sarima,direct,state,0.04623869797869675,0.045637828188588365,430.32539688495336,-0.02493557840254941,0.36163010975843674
holdout,sarima,direct,total,0.04623869797869675,0.045637828188588365,430.32539688495336,-0.02493557840254941,0.36163010975843674
holdout,prophet,direct,store,0.07123442534617118,0.06930925655156742,165.73770293600015,-0.05323784849420327,0.5027726156460117
holdout,prophet,direct,state,0.06283858796480085,0.0596782970850236,584.8140516002725,-0.05212562295738368,0.4476335915571964
holdout,prophet,direct,total,0.06283858796480085,0.0596782970850236,584.8140516002725,-0.05212562295738368,0.4476335915571964
