kind,name,is_served,fold,window,level,level_order,wmape,wrmsse,mape,bias
Base model,LightGBM local,False,backtest_3,backtest,total,1,0.05561331074813396,0.40116806922913206,0.052512063782207165,-0.053790437226188474
Base model,LightGBM local,False,backtest_3,backtest,item,6,0.7351317385819075,0.8314074129720124,0.5679866022309342,-0.05379043722618904
Base model,SARIMA,False,backtest_3,backtest,department,5,0.09722928745096929,0.5722122197756683,0.14369087221690235,-0.0019385478281003536
Base model,SARIMA,False,backtest_3,backtest,category,4,0.07479013096899909,0.49009207485816325,0.08635727529704845,-0.00920671655098078
Base model,SARIMA,False,backtest_3,backtest,store,3,0.06229467378025834,0.41841683773833777,0.05895091941616774,-0.014127738730691146
Base model,SARIMA,False,backtest_3,backtest,state,2,0.046240960393579986,0.3456101522989966,0.04478934191241012,-0.005974044813459624
Base model,SARIMA,False,backtest_3,backtest,total,1,0.046240960393579986,0.3456101522989966,0.04478934191241012,-0.005974044813459624
Base model,Prophet,False,backtest_3,backtest,store,3,0.060709668036325375,0.414550037879562,0.05915084939189678,-0.006830093436240258
Base model,Prophet,False,backtest_3,backtest,state,2,0.04842203817216201,0.34802437949633674,0.04761274318757914,-0.005480339109827836
Base model,Prophet,False,backtest_3,backtest,total,1,0.04842203817216201,0.34802437949633674,0.04761274318757914,-0.005480339109827836
Base model,Naive,False,holdout,holdout,department,5,0.2900013431317996,1.6138521905514671,0.3306196280695311,0.24572788149740007
Base model,Naive,False,holdout,holdout,category,4,0.27420995068787535,1.6329203296874517,0.3159394224578774,0.24572788149740007
Base model,Naive,False,holdout,holdout,store,3,0.26833854596388895,1.6935629100988026,0.2910701725183856,0.24572788149740007
Base model,Naive,False,holdout,holdout,state,2,0.25906709902718883,1.7888418890386075,0.28823990894071183,0.24572788149740007
Base model,Naive,False,holdout,holdout,total,1,0.25906709902718883,1.7888418890386075,0.28823990894071183,0.24572788149740007
Base model,Naive,False,holdout,holdout,item,6,1.0019110846748662,1.1601494404184192,0.9486950691638745,0.24572788149740007
Base model,Seasonal naive,False,holdout,holdout,department,5,0.10334056066158835,0.6141770338466378,0.1458881779862417,-0.043782259147686936
Base model,Seasonal naive,False,holdout,holdout,category,4,0.08347372258572058,0.5461034739201349,0.0985153683601396,-0.043782259147686936
Base model,Seasonal naive,False,holdout,holdout,store,3,0.0689448740334248,0.482402789066855,0.06670669323657506,-0.043782259147686936
Base model,Seasonal naive,False,holdout,holdout,state,2,0.06032580539938984,0.4333434406070789,0.06011751760412128,-0.043782259147686936
Base model,Seasonal naive,False,holdout,holdout,total,1,0.06032580539938984,0.4333434406070789,0.06011751760412128,-0.043782259147686936
Base model,Seasonal naive,False,holdout,holdout,item,6,0.8749851296122186,1.05363935249353,0.8401074010789522,-0.043782259147686936
Base model,LightGBM global,False,holdout,holdout,department,5,0.11310553503823612,0.6393268999926474,0.12994464368116457,-0.06693262369547488
Base model,LightGBM global,False,holdout,holdout,category,4,0.09852601112360732,0.5963347400851803,0.0982515471630501,-0.066932623695475
Base model,LightGBM global,False,holdout,holdout,store,3,0.08606381598399362,0.5708482600290467,0.08559542023214917,-0.06693262369547516
Base model,LightGBM global,False,holdout,holdout,state,2,0.06931751025123238,0.511959399109155,0.06520848864885588,-0.0669326236954756
Base model,LightGBM global,False,holdout,holdout,total,1,0.06931751025123238,0.511959399109155,0.06520848864885588,-0.0669326236954756
Base model,LightGBM global,False,holdout,holdout,item,6,0.7266769512444322,0.8091260908468578,0.5682588009922727,-0.06693262369547491
Base model,LightGBM local,False,holdout,holdout,department,5,0.13530913761983954,0.728239612222571,0.14569374060319024,-0.09436785620345987
Base model,LightGBM local,False,holdout,holdout,category,4,0.12234242739263584,0.6944899315481684,0.11678260262760935,-0.09436785620345983
Base model,LightGBM local,False,holdout,holdout,store,3,0.11089548196880801,0.6817320689293127,0.11161132042073071,-0.0943678562034594
Base model,LightGBM local,False,holdout,holdout,state,2,0.0943678562034613,0.6450663233474719,0.09030546213667255,-0.0943678562034613
Base model,LightGBM local,False,holdout,holdout,total,1,0.0943678562034613,0.6450663233474719,0.09030546213667255,-0.0943678562034613
Base model,LightGBM local,False,holdout,holdout,item,6,0.7340864028779269,0.8221712361947109,0.5759523238158164,-0.09436785620345989
Base model,SARIMA,False,holdout,holdout,department,5,0.08601835454414823,0.5305249357697226,0.12069599739491133,-0.02605857535040537
Base model,SARIMA,False,holdout,holdout,category,4,0.06900270713076276,0.46627891207390004,0.07966374828191505,-0.02790588038906966
Base model,SARIMA,False,holdout,holdout,store,3,0.05781713501924524,0.4243886916296198,0.055729792826454926,-0.026826299797658975
Base model,SARIMA,False,holdout,holdout,state,2,0.04623869797869675,0.36163010975843674,0.045637828188588365,-0.02493557840254941
Base model,SARIMA,False,holdout,holdout,total,1,0.04623869797869675,0.36163010975843674,0.045637828188588365,-0.02493557840254941
Base model,Prophet,False,holdout,holdout,store,3,0.07123442534617118,0.5027726156460117,0.06930925655156742,-0.05323784849420327
Base model,Prophet,False,holdout,holdout,state,2,0.06283858796480085,0.4476335915571964,0.0596782970850236,-0.05212562295738368
Base model,Prophet,False,holdout,holdout,total,1,0.06283858796480085,0.4476335915571964,0.0596782970850236,-0.05212562295738368
