kind,name,is_served,fold,window,level,level_order,wmape,wrmsse,mape,bias
Base model,SARIMA,False,backtest_2,backtest,total,1,0.05058025948823041,0.4264435744809704,0.04895553111273084,0.016293274756022588
Base model,Prophet,False,backtest_2,backtest,store,3,0.07389013588170225,0.5726814157358662,0.07867314226053604,-0.010579135245990771
Base model,Prophet,False,backtest_2,backtest,state,2,0.0590411796926133,0.4489676706016181,0.05622111123612062,-0.012035671393916363
Base model,Prophet,False,backtest_2,backtest,total,1,0.0590411796926133,0.4489676706016181,0.05622111123612062,-0.012035671393916363
Base model,Naive,False,backtest_3,backtest,department,5,0.295056637529727,1.5396455841966303,0.3107646229840029,0.18270983456009965
Base model,Naive,False,backtest_3,backtest,category,4,0.2687044673335039,1.5099816260694419,0.28236340015626354,0.18270983456009965
Base model,Naive,False,backtest_3,backtest,store,3,0.24957603670183331,1.5026110168360076,0.26095015919648185,0.18270983456009965
Base model,Naive,False,backtest_3,backtest,state,2,0.2346882307788429,1.5223216785711067,0.2588448025354336,0.18270983456009965
Base model,Naive,False,backtest_3,backtest,total,1,0.2346882307788429,1.5223216785711067,0.2588448025354336,0.18270983456009965
Base model,Naive,False,backtest_3,backtest,item,6,1.0020667590956243,1.1878266168046836,0.9257760656030934,0.18270983456009965
Base model,Seasonal naive,False,backtest_3,backtest,department,5,0.12971194297172983,0.7835357821740494,0.18357435294531943,0.0017870920778862726
Base model,Seasonal naive,False,backtest_3,backtest,category,4,0.10129301367988242,0.6726479067301486,0.10883659041126512,0.0017870920778862726
Base model,Seasonal naive,False,backtest_3,backtest,store,3,0.0751947255990527,0.5565889507885724,0.0734448788600146,0.0017870920778862726
Base model,Seasonal naive,False,backtest_3,backtest,state,2,0.0625204543696484,0.4767215846942727,0.05852421441835763,0.0017870920778862726
Base model,Seasonal naive,False,backtest_3,backtest,total,1,0.0625204543696484,0.4767215846942727,0.05852421441835763,0.0017870920778862726
Base model,Seasonal naive,False,backtest_3,backtest,item,6,0.8970349345757689,1.1012771469225946,0.8472168957282656,0.0017870920778862726
Base model,LightGBM global,False,backtest_3,backtest,department,5,0.09919931761543924,0.5406664896282887,0.140590220767933,-0.033099054025028565
Base model,LightGBM global,False,backtest_3,backtest,category,4,0.08389212379120213,0.4839095213172971,0.09427029039939368,-0.03309905402502859
Base model,LightGBM global,False,backtest_3,backtest,store,3,0.0692120400619447,0.42490997730163654,0.06867451442966145,-0.0330990540250284
Base model,LightGBM global,False,backtest_3,backtest,state,2,0.03980302780453036,0.29422070295630537,0.037449849480164075,-0.033099054025028544
Base model,LightGBM global,False,backtest_3,backtest,total,1,0.03980302780453036,0.29422070295630537,0.037449849480164075,-0.033099054025028544
Base model,LightGBM global,False,backtest_3,backtest,item,6,0.7348093613172813,0.8229834702508325,0.5623783322400022,-0.03309905402502858
Base model,LightGBM local,False,backtest_3,backtest,department,5,0.1119122927097086,0.5928382017318135,0.14856493101327942,-0.053790437226189015
Base model,LightGBM local,False,backtest_3,backtest,category,4,0.09883128681520122,0.5500735954846404,0.10513265841915208,-0.05379043722618895
Base model,LightGBM local,False,backtest_3,backtest,store,3,0.08458265429772253,0.49781492945323214,0.08635394551585018,-0.05379043722618887
Base model,LightGBM local,False,backtest_3,backtest,state,2,0.05561331074813396,0.40116806922913206,0.052512063782207165,-0.053790437226188474
